Brand,Product,Deal Price,Promotion Effectivity,Aisle,Grocery Store
"
                        MiO
                    ",Fruit Punch Flavoured Liquid Water Enhancer,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Lavazza
                    ",Ground Coffee,$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Simply
                    ",Lemonade,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Diet Coke
                    ",Diet Soft Drink,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sparkling Ice
                    ",Orange and Mango Flavoured Sparkling Beverage,2 /$3.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sprite
                    ",Soft Drink,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Lavazza
                    ",Espresso Ground Coffee,$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sparkling Ice
                    ",Black Raspberry Flavoured Sparkling Beverage,2 /$3.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sparkling Ice
                    ",Kiwi and Strawberry Flavoured Sparkling Beverage,2 /$3.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ",Instant Coffee with Chicory,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Kool-Aid
                    ",Grape Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        MiO
                    ",Strawberry & Watermelon Flavoured Liquid Water Enhancer,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Kool-Aid
                    ",Cherry Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sparkling Ice
                    ",Lemon and Lime Flavoured Sparkling Beverage,2 /$3.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        MiO
                    ",Cherry & Blackberry Flavoured Liquid Water Enhancer,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        MiO
                    ","Berry Burst Flavoured Liquid Water Enhancer, Sport",$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Schweppes
                    ",Ginger Ale,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        MiO
                    ","Orange Flavoured Liquid Water Enhancer, Sport",$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nabob
                    ","Extra Large Midnight Eclipse Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Maxwell House
                    ",Decaffeinated Ground Coffee,$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sparkling Ice
                    ",Coconut and Pineapple Flavoured Sparkling Beverage,2 /$3.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        MiO
                    ",Berry & Pomegranate Flavoured Liquid Water Enhancer,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Lavazza
                    ",Intenso Dark Roast Ground Coffee,$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Kool-Aid
                    ",Orange Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Crystal Light
                    ",Low Calorie Raspberry Ice Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Canada Dry
                    ",Ginger Ale,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Brisk
                    ",Lemon Flavoured Iced Tea,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Hot Chocolate K-Cup Pods,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Chai Black Tea Bags,$2.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sparkling Ice
                    ",Cherry and Lime Flavoured Sparkling Beverage,2 /$3.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Crystal Light
                    ",Low Calorie Lemonade Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Crystal Light
                    ",Low Calorie Tangerine & Grapefruit Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Crystal Light
                    ",Low Calorie Black Cherry & Pomegranate Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        1642
                    ",Tonic Soft Drink,$8.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Crystal Light
                    ",Low Calorie Dark Cherry & Pomegranate Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Crystal Light
                    ",Low Calorie Tangerine & Grapefruit Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Crystal Light
                    ",Tea Blends Iced Tea Drink Mix,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Arizona
                    ",Lemon Flavoured Iced Tea,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        1642
                    ","Yuzu and Basil Flavoured Soft Drink, Yuzu",$8.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Première Moisson
                    ",French Baguette,$3.29 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Selection
                    ",Hamburger Buns,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Sun-Maid
                    ",Raisin bread,2 /$8.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Villaggio
                    ","Thick Sliced White Bread, Classico",3 /$9.47,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Première Moisson
                    ",Parisian Baguette Artisan,$4.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Adonis
                    ",White Pita Bread,3 /$5.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Villaggio
                    ","Thick Sliced White Bread, Artesano",3 /$9.47,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Villaggio
                    ","Thick Sliced White Bread with Sesame Seeds, Italian ...",3 /$9.47,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Villaggio
                    ","Thick Sliced Whole Wheat Bread, Italian Style",3 /$9.47,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Première Moisson
                    ",Rustic Sourdough Baguette,$3.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Naan Breads,2 /$7.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Selection
                    ","Sliced White Bread, Soft",$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Round Naan Bread,2 /$7.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        McCain
                    ","Frozen Chocolate Cake, Deep'n Delicious",$5.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Mini Naan Breads,2 /$7.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        McCain
                    ","Frozen Marble Cake, Deep'n Delicious",$5.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Old El Paso
                    ",Large Flour Tortillas,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Adonis
                    ",Whole wheat pita bread,3 /$5.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Vachon
                    ",Original brownie cakes,2 /$8.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Première Moisson
                    ",100% Butter Croissants,$6.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","Ciabatta Rolls, Artisan",$4.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Première Moisson
                    ",Organic French Baguette,$4.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Garlic Naan Bread,2 /$7.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        McCain
                    ","Frozen Vanilla Cake, Deep'n Delicious",$5.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Old El Paso
                    ","Large Whole Grain Tortillas, Smart Fiesta",$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Old El Paso
                    ",Medium Size Flour Tortillas,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Toblerone
                    ",Frozen Gluten Free Chocolate Torte,$14.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Selection
                    ",Whole Wheat Soft Sandwich Bread,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen New York Style Raspberry Cheesecake,$15.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen New York Style Cheesecake,$15.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","Frozen Pecan, Caramel and Chocolate New York Style C...",$15.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Selection
                    ",Hot Dog Buns,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Selection
                    ",Hot Dog Buns,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Life Smart
                    ",Whole Grain Tortillas,$3.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","6"" Double Lemon Cake",$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","6"" Chocolate Hazelnut Cake",$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Mejicano
                    ","10"" Tomato Basil Flavoured Flour Tortillas",$5.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Mejicano
                    ","10"" Salsa Flavoured Flour Tortillas",$5.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Carrot Cake,$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Key Lime Cake,$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Chocolate Hazelnut Cake,$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","Carrot Cheesecake, Fusion",$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","Red Velvet Cake, Fusion",$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","Key Lime Cake, Fusion",$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ","Choco-Hazelnut Cake, Fusion",$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
",Mini Flans,$2.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Merit
                    ",100% Butter Croissants,$5.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Mejicano
                    ","10"" Flour Tortillas with Olive Oil",$5.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Toblerone
                    ",Cheesecake,$16.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Baileys
                    ",Baileys® Chocolate Mousse Cake,$19.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Première Moisson
                    ",Organic Sprouted Grain Baguette,$4.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Mejicano
                    ",Multigrain Flour Tortillas,$5.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Mejicano
                    ","10"" Pesto Flavoured Flour Tortillas",$5.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Old El Paso
                    ",Mexican Ranch Flavoured Tortilla Kit,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Old El Paso
                    ",Spicy Tortilla,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Godiva
                    ",Chocolate Duo Cakes,$19.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Bailey's
                    ",Dark Chocolate Lava Cake,$7.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Old El Paso
                    ",Mini Flour Tortilla Bowls,$2.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen Black Forest Cake,$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen Raspberry Blast Cake,$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen Double Chocolate Mousse Cake,$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Vachon
                    ",Original Swiss Rolls™ Cakes,2 /$8.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen Midnight Madness Cake,$20.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen New York Style Tuxedo Cheesecake,$15.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Frozen Lemon Cream Pie,$12.99 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Première Moisson
                    ",Rustic sourdough baguette,$3.49 ea.,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Square Naan Sandwich Bread,2 /$7.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Irresistibles
                    ",Mini Naan Breads,2 /$7.00,"
Valid until Dec 6, 2023
",Bread & Bakery Products,Metro
"
                        Boursin
                    ",Garlic and Fine Herbs Fresh Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Alexis de Portneuf
                    ",Sir Laurier D'Arthabaska™ Soft Surface Ripened Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Agropur Signature
                    ","Double Crème Brie Cheese, L'Extra",$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Selection
                    ",Large White Eggs,$3.59 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","2% Milk, PurFiltre",$4.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Original Cream Cheese,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Original Cream Cheese Brick,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","1% Milk, PurFiltre",$4.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","2% Milk, PurFiltre",$8.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","3.25% Homogenized Milk, PurFiltre",$4.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Natrel
                    ","2% Lactose Free Milk, Fine-Filtered",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Selection
                    ",10% Coffee Cream,$2.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ","Original Cream Cheese, Whipped",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Light Cream Cheese,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Becel
                    ",Original Margarine,$4.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Herb & Garlic Cream Cheese,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ","Chive Cream Cheese, Whipped",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Black Diamond
                    ","Marbelicious® Mozzarella Cheese Sticks, Cheesetrings",$6.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","1% Milk, PurFiltre",$8.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Natrel
                    ","1% Lactose Free Milk, Fine-Filtered",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","0% Skim Milk, PurFiltre",$4.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","3.25% Homogenized Milk, PurFiltre",$8.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Traditional Feta Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Grated Parmesan Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Boursin
                    ",Shallot and Chives Fresh Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Light Traditional Feta Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Light Cream Cheese Spread Brick,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Natrel
                    ","Lactose Free Skim Milk, Fine-Filtered",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Selection
                    ",2% Cottage Cheese,$3.49 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Castello
                    ",Sliced Lactose Free Swiss Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Mini Mini Bocconcini Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Selection
                    ",14% Sour Cream,$3.49 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Smoked Salmon Cream Cheese,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Boursin
                    ",Cranberry and Pepper Fresh Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Fontaine Santé
                    ",Tzatziki Dip,$2.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Oikos
                    ",0% Plain Greek Yogurt,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Fontaine Santé
                    ",Tzatziki Sour Cream Dip,$2.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Bocconcini Cheese Pearls,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Black Diamond
                    ","Mozzarella Cheese Sticks, Cheesetrings",$6.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Québon
                    ",1% Chocolate Milk,3 /$5.00,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Irresistibles
                    ","Double Cream Brie Cheese, Artisan",$7.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Oikos
                    ",2% Plain Greek Yogurt,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Galbani
                    ",Mozzarella Cheese,$4.97 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Castello
                    ",Sliced Provolone Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Natrel
                    ","3.25% Lactose Free Milk, Fine-Filtered",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Bocconcini Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Québon
                    ",1% Chocolate Milk,3 /$5.00,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Chive & Onion Cream Cheese,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Boursin
                    ",Basil and Chive Fresh Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ","Roasted Red Pepper and Garlic Cream Cheese, Whipped",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Jell-O
                    ",Strawberry Flavoured Gel Snacks,2 /$8.00,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Oikos
                    ",0% Vanilla Flavoured Greek Yogurt,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Medallion Slices Bocconcini Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Castello
                    ",Traditional Danish Blue Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Skotidakis
                    ",0% Plain Probiotic Greek Yogurt,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Lactantia
                    ","Skim Milk, PurFiltre",$8.88 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Philadelphia
                    ",Strawberry Cream Cheese,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Agropur Signature
                    ","Camembert Cheese, L'Extra",$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Light Bocconcini Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Black Diamond
                    ",Marble Cheddar Cheese Sticks,$6.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Black Diamond
                    ","Cheddarific® Mozzarella Cheese Sticks, Cheesetrings",$6.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Castello
                    ",Sliced Partly Skimmed Mozzarella Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Natrel
                    ","1% Lactose Free Chocolate Milk, Fine-Filtered",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Oikos
                    ",2% Vanilla Flavoured Greek Yogurt,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Compagnie des Fromages & RichesMonts
                    ",Saint-André Triple Cream Soft Cheese,$8.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Agropur Signature
                    ",Notre-Dame Brie Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Black Diamond
                    ","Lactose Free Marbelicious® Mozzarella Cheese Sticks,...",$6.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Balderson
                    ",Royal Canadian Cheddar Cheese Aged 2 Year,$12.49 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Castello
                    ",Creamy Havarti Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Castello
                    ",Extra Creamy Danish Blue Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Galbani
                    ",Light Mozzarella Cheese,$4.97 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Boursin
                    ",Cracked Black Pepper Fresh Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Silk
                    ",Unsweetened Vanilla Flavoured Coconut Milk Based Yogurt,$4.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Jell-O
                    ",Strawberry Cheesecake Snacks,2 /$8.00,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Silk
                    ",Unsweetened Plain Dairy-Free Coconut Based Yogurt Style,$4.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Oikos
                    ",0% Lactose-Free Plain Greek Yogurt,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Skotidakis
                    ",2% Plain Greek Yogurt,$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Boursin
                    ",Apple and Maple Fresh Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Alexis de Portneuf
                    ",La Sauvagine™ Soft Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Tre Stelle
                    ",Grated Parmano Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Irresistibles
                    ",Camembert Cheese,$7.00 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Oikos
                    ","0% Plain Greek Yogurt, High Protein",$5.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        P'tit Québec
                    ",Sliced Swiss Cheese,$5.69 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Cracker Barrel
                    ",Mexicana 3 Shredded Cheese Mix,$4.97 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Black Diamond
                    ",Pizza Mozarella Shredded Cheese,$4.97 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Black Diamond
                    ",Old Cheddar Shredded Cheese,$4.97 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        P'tit Québec
                    ",Mozzarella Cheese Slices,$5.69 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        P'tit Québec
                    ",Very Mild Cheddar Cheese Slices,$5.69 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Liberté
                    ","2.9% Vanilla Flavoured Yogurt, Classique",$2.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Yoplait
                    ","0% Vanilla Flavoured Yogurt Without Added Sugar, Source",$2.99 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
"
                        Kraft
                    ",Parmesan Grated Cheese,$5.79 ea.,"
Valid until Dec 6, 2023
",Dairy & Eggs,Metro
