Brand,Product,Deal Price,Promotion Effectivity,Aisle,Grocery Store
"
                        Colgate
                    ",Winterfresh cavity protection toothpaste,$1.00 ea.,"
Valid until Dec 6, 2023
",health-beauty,Super C
"
                        Earth's Own
                    ","Vanilla Flavoured Fortified Almond Beverage, So Fresh",2 /$7.00,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Lactantia
                    ",Olivina™ Margarine with Imported Extra Light Flavour...,$5.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Selection
                    ",Flake Style Crab Flavoured Pollock,$9.99 ea.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Triscuit
                    ",Olive Oil and Cracked Pepper Seasoned Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Michelina's
                    ",Frozen Macaroni and Cheese,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Kellogg's
                    ","Mixed Berry Cereal Bars, Nutri-Grain",$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Frozen Spicy Pulled Pork Thin Crust Pizza with a Rai...,$3.33 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Minute Maid
                    ",Frozen Concentrated Berry Beverage,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Van Houtte
                    ",Colombian Medium Ground Coffee,$8.99 ea.,"
Valid until Jan 3, 2024
",beverages,Super C
"
                        Irresistibles
                    ",Frozen Caramelized Onion & Sundried Tomato Thin Crus...,$3.33 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        General Mills
                    ","Cinnamon Flavoured Cereal Value Pack, Cinnamon Toast...",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Knorr
                    ","Chicken and Broccoli Pasta, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Natural Delights
                    ",Whole Medjool Dates,$9.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Van Houtte
                    ","Mellow Mocha Ground Coffee, Classic Collection",$8.99 ea.,"
Valid until Jan 3, 2024
",beverages,Super C
"
                        Minute Maid
                    ",Frozen Concentrated Grape Punch,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Vachon
                    ",Candy Brownies,$3.77 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Quaker
                    ","Whole Grain Oats Cereal, Life",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Oka
                    ",Oka,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Minute Maid
                    ",Frozen Concentrated Pink Lemonade,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Knorr
                    ","Creamy Garlic Raffaello Pasta, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Quaker
                    ","Corn Bran Toasted Cereal, Squares",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Primo
                    ",Lentils,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Minute Maid
                    ",Frozen Concentrated Lemonade,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Pepperidge Farm
                    ","Cheddar Flavoured Crackers Snack Packs, Goldfish",3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Jell-O
                    ",Strawberry Flavoured Gel Snacks,$3.49 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Kraft
                    ","Balsamic Vinaigrette Dressing & Marinade, Calorie Wise",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Renée's Gourmet
                    ",Light Caesar Salad Dressing,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ritz
                    ",Cheddar Cheese Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kellogg's
                    ","Strawberry Flavoured Fruit Crisps, Special K",$2.97 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Leclerc
                    ",Finger Cookies in a 45% Cocoa Dark Chocolate Coating...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Habitant
                    ",Chicken Soup with Egg Noodles,$2.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kraft
                    ","Zesty Italian Dressing, Pure",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Oikos
                    ",0% Vanilla Flavoured Greek Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Quaker
                    ","Sweetened Corn and Oat Cereal, Cap'n Crunch",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Jell-O
                    ",Raspberry Jelly Powder,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Habitant
                    ",Country Style Chicken Rice Soup,$2.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        General Mills
                    ","Chocolate Cereal Value Pack, Nesquik",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Leclerc
                    ",Butter Cookies Topped with Milk Chocolate Raspberry ...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Jell-O
                    ",Cherry Jelly Powder,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Jell-O
                    ",Orange Jelly Powder,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Wallaroo Trail
                    ","Australian Red Wine, BIN 414",$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Roma
                    ",Hot Italian Sausages,$5.99 ea.,"
Valid until Dec 6, 2023
",meat-poultry,Super C
"
                        Wallaroo Trail
                    ","Australian White Wine, BIN 919",$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Pepperidge Farm
                    ","Xtreme Cheddar Flavour Blasted® Baked Crackers, Gold...",3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Saputo
                    ",Mozzarellissima™ Pizza Mozzarella,$4.88 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        General Mills
                    ","Frosted Toasted Oat Cereal with Marshmallows, Value ...",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Castello
                    ",Traditional Danish Blue Cheese,3 /$18.00,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
",Green Thai Pepper,$0.35 avg.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Primo
                    ",Rigatoni,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Philadelphia
                    ",Smoked Salmon Cream Cheese,$5.47 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Natrel
                    ",35% Lactose Free Whipping Cream,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Kraft
                    ","Greek Feta and Oregano Dressing & Marinade, Calorie ...",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kellogg's
                    ","Apple Cinnamon Cereal Bars, Nutri-Grain",$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Frozen Mini Spring Rolls,2 /$26.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ",Frozen Beef and Pork Cabbage Rolls,$11.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Natrel
                    ",Lactose Free 10% Coffee Cream,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Kellogg's
                    ","Rainbow Bars, Rice Krispies Squares",$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Minute Maid
                    ",Frozen Concentrated Peach Punch,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ",Frozen Breaded Torpedo Shrimp,2 /$18.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Renée's Gourmet
                    ",Chunky Blue Cheese Dressing and Dip,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Selection
                    ",Frozen Mini Sausages in Pastry,2 /$12.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Leclerc
                    ",Butter Cookies Topped with 45% Cocoa Dark Chocolate ...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
",Organic Lebanese Cucumbers,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Irresistibles
                    ",Frozen Pork and Beef Meatballs,$9.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ",Whole Smoked Oysters,$2.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kraft
                    ",Catalina Dressing,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Bull's Eye
                    ","Original Barbecue Sauce, Bold Original",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        iÖGO
                    ","0% Plain Yogurt, Greek",$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        iÖGO
                    ","0% Vanilla Flavoured Yogurt, Greek",$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Jell-O
                    ",Strawberry Jelly Powder Without Added Sugar,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Pepperidge Farm
                    ","Whole Grain Cheddar Flavoured Baked Crackers, Goldfish",3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kellogg's
                    ","Blueberry Cereal Bars, Nutri-Grain",$3.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Earth's Own
                    ","Chocolate Flavoured Fortified Almond Beverage, So Fresh",2 /$7.00,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kraft
                    ",Three Cheese Ranch Dressing,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Pepperidge Farm
                    ","Xplosive Pizza Flavour Blasted® Baked Crackers, Gold...",3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Knorr
                    ","Creamy Parmesan Pasta, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        The Little Potato Company
                    ",Creamer Potatoes with Garlic and  Herb Seasoning,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Leclerc
                    ","Graham Cookies with A Milk Chocolate Coating, Célébr...",$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Pillsbury
                    ",Chocolate Chip Cookies Dough,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Primo
                    ",Small Shell Pasta,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kraft
                    ","Creamy Cucumber Dressing, Pure",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kraft
                    ","French Dressing, Pure",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Primo
                    ",Linguine,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kraft
                    ",Coleslaw Dressing,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Fromagerie Bergeron
                    ",Bergeron Classique Firm Lactose Free Cheese,$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Jell-O
                    ",Lemon Jelly Powder,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ",Frozen Spanakopita,2 /$10.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Earth's Own
                    ",Original Flavour Fortified Oat Beverage,2 /$7.00,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kraft
                    ",Fat Free Italian Dressing & Marinade,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Jell-O
                    ",Raspberry Jelly Powder Without Added Sugar,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Oikos
                    ",2% Vanilla Flavoured Greek Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        St-Hubert
                    ",Frozen Chicken & Broccoli Gratin,$10.99 ea.,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Renée's Gourmet
                    ",Greek Feta Dressing and Dip,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Jell-O
                    ",Cherry Jelly Powder Without Added Sugar,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Quaker
                    ","Maple and Brown Sugar Oatmeal Cereal, Squares",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Michelina's
                    ",Frozen Fettuccine Alfredo,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Ritz
                    ",Cheese Flavoured Cracker Sandwiches,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Fresh Attitude
                    ",Oriental Salad Mix,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Irresistibles
                    ","Fine Herbs Goat's Milk Cheese, Artisan",$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Minute Maid
                    ",Frozen Concentrated Mango Punch,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Minute Maid
                    ",Frozen Concentrated Orange Punch,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Jell-O
                    ",Orange jelly powder without added sugar,$0.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Kellogg's
                    ","Blueberry Flavoured Fruit Crisps, Special K",$2.97 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Primo
                    ",Scoobi Doo Pasta,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Knorr
                    ","Sour Cream and Chives Pasta, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Wheat Thins
                    ",Spinach and Roasted Garlic Wheat Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Pepperidge Farm
                    ","Pretzel baked crackers, Goldfish",3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Vachon
                    ","Caramel and Strawberry Flavoured Shortcake, Ah Caramel",$3.77 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Knorr
                    ","White Cheddar and Broccoli Pasta, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Selection
                    ",Peach Slices in Light Syrup,$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        The Little Potato Company
                    ",Creamer Potatoes with Herb Seasoning,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Pillsbury
                    ",Pie Crusts,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Kraft
                    ",Bacon Caesar Dressing,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Primo
                    ",Canned White Kidney Cannellini Beans,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Leclerc
                    ",Butter Cookies Topped with Milk Chocolate Maple Truf...,$2.22 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ","Frozen Vegetarian Thin Crust Pizza, Gusto Italiano",$3.33 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Triscuit
                    ",Basil and balsamic wine seasoned crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Selection
                    ",Clingstone Peach Slices In Juice,$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Quaker
                    ","Multigrain Cereal, Life",$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Michelina's
                    ",Frozen Lasagna with Meat Sauce,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        The Little Potato Company
                    ",Creamer Potatoes with Garlic and Parsley Seasoning,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Triscuit
                    ","ThinCrisps avocado, cilantro & lime crackers",2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Christie
                    ","Sweet Potato Crackers, Wheat Thins",2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Kraft
                    ",Golden Italian Dressing & Marinade,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Carte Noire
                    ","Americano Coffee T Discs, Tassimo",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Rickard's
                    ",Irish-Style Red Ale Beer,2 /$38.00,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        OKA
                    ",Original Cheese,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Irresistibles
                    ",Cranberry Lemon Muffins,$4.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Fromagerie Bergeron
                    ",Le Fin Renard Surface Firm Lactose Free Cheese,$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        General Mills
                    ","Apple-Cinnamon Cereal Value Pack, Cheerios",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Purina One
                    ","Dry Puppy Food, SmartBlend",$10.99 ea.,"
Valid until Dec 13, 2023
",pet-care,Super C
"
                        Knorr
                    ","Parmesan Pesto Pasta, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Tostitos
                    ","Blue Corn Tortilla Chips, Simply",3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Irresistibles
                    ",Frozen Salt and Pepper Seasoned Breaded Calamari,2 /$16.98,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Michelina's
                    ",Frozen Lasagna Alfredo,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Crave
                    ",Frozen White Cheddar Macaroni and Cheese with Bacon,$2.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Kraft
                    ",Calorie-Wise Original Bbq Sauce,$1.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Nabob
                    ","Cappucino Coffee T Discs, Tassimo",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Renée's Gourmet
                    ",Creamy Caesar Vinaigrette with Fresh Garlic and Parm...,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ",Smoked Mussels,$2.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ",Chocolate Chip & Banana Muffins,$4.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Selection
                    ",Fruit Salad with Extra Cherries in Light Syrup Snacks,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Castello
                    ",Extra Creamy Danish Blue Cheese,$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Maxwell House
                    ","House Blend Coffee T Discs, Tassimo",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Fromagerie Bergeron
                    ",Classique Smoked Firm Lactose Free Cheese,$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Knorr
                    ","Teriyaki Noodles, Sidekicks",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ",Frozen Bacon and Cheddar Battered Cheese Sticks,2 /$11.98,"
Valid until Dec 6, 2023
",deli-prepared-meals,Super C
"
                        Malimousse
                    ","Le Trio Shrimp, Lobster and Smoked Salmon Spreads",$3.99 ea.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Revolution
                    ",Chilean White Wine,$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Primo
                    ",Orzo Pasta,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ",Frozen Battered Mozzarella and Jalapeño Cheese Sticks,2 /$11.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Archibald
                    ","Assorted Beer Pack, The Classics",2 /$38.00,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Maxwell House
                    ","Extra Large Morning Blend Coffee T Discs, Tassimo",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Renée's Gourmet
                    ",Classic Ranch Dressing and Dip,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Wallaroo Trail
                    ","Australian Red Wine, BIN 717",$11.99 ea.,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Maxwell House
                    ","Rich Dark Roast Coffee T Discs, Tassimo",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Michelina's
                    ",Frozen Macaroni and Beef,3 /$5.00,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Selection
                    ",Peach Halves in Light Syrup,$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Ferrero
                    ","Fine Hazelnut Chocolates, Rocher",$7.99 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Fruitopia
                    ",Frozen Concentrated Strawberry Passion Awareness Punch,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Fruitopia
                    ",Frozen Concentrated Fruit Integration Punch,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Tassimo
                    ","Long Espresso Coffee T Discs, Carte Noire",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Irresistibles
                    ",Frozen Asian Style Chicken Bites,2 /$13.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Nestea
                    ",Frozen Concentrated Natural Lemon Flavoured Iced Tea,$1.00 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Primo
                    ",Vermicelli,3 /$5.00,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Twinings
                    ",Pure Peppermint Herbal Tea Bags,$4.99 ea.,"
Valid until Jan 3, 2024
",beverages,Super C
"
                        Jell-O
                    ",Strawberry Cheesecake Snacks,$3.49 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Selection
                    ",Fruit Salad with Cherries in Light Syrup Snacks,$2.00 ea.,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Lactantia
                    ",0% Fat Free Creamer,$3.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Irresistibles
                    ",Frozen Swedish Style Pork and Beef Meatballs,$9.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Pepperidge Farm
                    ","Cheddar Flavoured Coloured Crackers Snack Packs, Gol...",3 /$8.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Nabob
                    ","Latte Coffee T Discs, Tassimo",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Irresistibles
                    ",Frozen Mexican Style Bites,2 /$13.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Maxwell House
                    ",Mellow Roast Instant Coffee,$2.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Irresistibles
                    ",Cranberry and Brie Phyllo Pastries,2 /$16.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Oikos
                    ",0% Lactose-Free Plain Greek Yogurt,$5.46 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Selection
                    ",Glass Cleaning Spray,2 /$5.00,"
Valid until Dec 6, 2023
",household-cleaning,Super C
"
",Mini Seedless Watermelon,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Bubly
                    ",Lime Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kraft
                    ",Sun-Dried Tomato & Oregano Dressing,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Selection
                    ",Bartlett Pear Halves in Light Syrup,$3.00 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Wheat Thins
                    ",Sundried Tomato & Basil Wheat Crackers,2 /$5.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Nabob
                    ","Café Crema T Discs, Tassimo",$4.97 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Kraft
                    ",Aged Balsamic Vinaigrette & Marinade with Extra Virg...,$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Irresistibles
                    ","Frozen Garlic and Herb Jumbo Butterfly Shrimp, The F...",$7.99 ea.,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Maxwell House
                    ",Dark Roast Instant Coffee,$2.99 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Fromagerie Perron
                    ",Cheddar Cheese Aged 2 Years,$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        Earth's Own
                    ",Vanilla Flavoured Fortified Oat Beverage,2 /$7.00,"
Valid until Dec 6, 2023
",beverages,Super C
"
                        Irresistibles
                    ",Frozen Sausages in Puff Pastry Topped with Parmesan ...,2 /$18.98,"
Valid until Dec 6, 2023
",frozen,Super C
"
                        Irresistibles
                    ","Goat's Milk Cheese with Honey, Artisan",$6.99 ea.,"
Valid until Dec 6, 2023
",dairy-eggs,Super C
"
                        General Mills
                    ","Peanut Butter and Chocolatey Cereal Value Pack, Rees...",$5.47 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Purina One
                    ",Lamb and Rice Dry Dog Food,$10.99 ea.,"
Valid until Dec 13, 2023
",pet-care,Super C
"
                        Rickard's
                    ","Irish-Style Red Ale, Red",2 /$38.00,"
Valid until Dec 6, 2023
",beer-wine,Super C
"
                        Les cultures du large
                    ","Trésor du large Cocktail Oysters, Îles-de-la-Madeleine",$21.99 ea.,"
Valid until Dec 6, 2023
",fish-seafood,Super C
"
                        Renée's Gourmet
                    ",Spring Herb Italian Dressing and Marinade,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Renée's Gourmet
                    ",Honey Dijon Vinaigrette,$4.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Twinings
                    ",Pure Peppermint Herbal Tea Bags,$4.99 ea.,"
Valid until Jan 3, 2024
",beverages,Super C
"
",Thai Chili Peppers,$3.99 ea.,"
Valid until Dec 6, 2023
",fruits-vegetables,Super C
"
                        Irresistibles
                    ",Carrot Muffins,$4.77 ea.,"
Valid until Dec 6, 2023
",bread-bakery-products,Super C
"
                        Kraft
                    ","Sun-Dried Tomato & Oregano Dressing, Calorie Wise",$2.99 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Tostitos
                    ",Yellow Corn Tortilla Chips,3 /$10.00,"
Valid until Dec 6, 2023
",snacks,Super C
"
                        Fleecy
                    ",Fresh Air Scented Liquid Fabric Softener,$4.99 ea.,"
Valid until Dec 13, 2023
",household-cleaning,Super C
"
                        Knorr
                    ","Harvest Chicken Rice and Vermicelli Side Dish, Sidek...",$1.65 ea.,"
Valid until Dec 6, 2023
",pantry,Super C
"
                        Bubly
                    ",Grapefruit Flavoured Sparkling Water,$5.49 ea.,"
Valid until Dec 6, 2023
",beverages,Super C
